YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 04 06 09  84 10.8 13.0   .93  4.55  3.73 999 1007.4   3.7   2.1 999.0 99.0
1999 04 06 10 105 13.1 16.7  1.22  4.55  4.01 999 1006.2   3.0   2.1 999.0 99.0
1999 04 06 11 103 11.6 14.1  1.72  5.26  4.61 999 1004.9   2.3   2.1 999.0 99.0
1999 04 06 12 102 11.7 14.0  1.61  5.56  4.61 999 1003.3   2.6   2.1 999.0 99.0
1999 04 06 13 108 11.6 13.9  1.91  5.88  4.87 999 1001.9   2.6   2.1 999.0 99.0
1999 04 06 14 112 10.9 13.4  1.87  6.25  4.87 999 1000.9   2.5   2.1 999.0 99.0
1999 04 06 15 111  7.9  9.5  1.75  6.25  4.97 999 1000.5   2.5   2.1 999.0 99.0
1999 04 06 16 111  5.2  6.1  1.47  6.25  4.90 999  999.9   2.5   2.2 999.0 99.0
1999 04 06 17 126  6.6  7.5  1.35  5.56  4.81 999  998.9   2.6   2.2 999.0 99.0
1999 04 06 18 134  4.3  5.1  1.33  6.67  4.94 999  998.6   2.7   2.2 999.0 99.0
1999 04 06 19 211  2.0  2.7  1.27  6.67  4.95 999  998.4   2.7   2.2 999.0 99.0
1999 04 06 20 266  8.2 10.0  1.23  6.67  4.95 999  998.3   3.1   2.2 999.0 99.0
1999 04 06 21 291 10.1 12.2  1.09  6.67  4.18 999  999.0   2.5   2.2 999.0 99.0
1999 04 06 22 293 12.5 15.6  1.26  4.17  4.02 999 1000.0   2.4   2.2 999.0 99.0
1999 04 06 23 295 14.5 17.1  1.55  4.76  4.35 999 1001.4   2.3   2.2 999.0 99.0
1999 04 07 00 297 14.5 17.7  2.20  5.88  4.97 999 1002.9   2.3   2.2 999.0 99.0
1999 04 07 01 294 13.6 16.7  2.28  6.67  5.27 999 1004.8   2.6   2.2 999.0 99.0
1999 04 07 02 290 11.5 13.8  2.60  6.67  5.46 999 1006.8   3.0   2.2 999.0 99.0
1999 04 07 03 290 12.8 15.5  2.66  6.67  5.53 999 1007.7   3.2   2.2 999.0 99.0
1999 04 07 04 291 11.8 13.6  2.51  6.67  5.58 999 1009.3   3.3   2.2 999.0 99.0
1999 04 07 05 285 11.6 14.3  2.47  6.67  5.45 999 1010.2   3.2   2.2 999.0 99.0
1999 04 07 06 276  8.8 11.6  2.15  6.25  5.20 999 1011.5   3.1   2.2 999.0 99.0
1999 04 07 07 270  8.2  9.4  1.92  6.25  5.14 999 1011.9   3.1   2.2 999.0 99.0
1999 04 07 08 243  6.6  7.4  1.58  6.25  4.98 999 1012.4   3.0   2.2 999.0 99.0
1999 04 07 09 228  7.0  8.3  1.43  5.88  4.79 999 1012.5   2.8   2.2 999.0 99.0
1999 04 07 10 225  8.0  9.5  1.30  6.25  4.58 999 1012.3   3.0   2.2 999.0 99.0
1999 04 07 11 232  8.3  9.7  1.18  5.56  4.33 999 1012.3   3.5   2.2 999.0 99.0
1999 04 07 12 230  7.9  8.9  1.16  5.26  4.35 999 1012.8   3.5   2.2 999.0 99.0
1999 04 07 13 237  6.4  7.3   .99  5.00  4.15 999 1013.5   3.7   2.2 999.0 99.0
1999 04 07 14 227  4.4  5.2   .98  4.55  4.19 999 1013.1   3.7   2.2 999.0 99.0
1999 04 07 15 213  4.9  5.6   .88  5.26  4.23 999 1012.5   3.7   2.2 999.0 99.0
1999 04 07 16 199  5.7  6.5   .83  5.00  4.02 999 1011.6   3.3   2.2 999.0 99.0
1999 04 07 17 203  6.0  7.2   .76  4.76  4.06 999 1010.7   3.5   2.2 999.0 99.0
1999 04 07 18 193  7.5  8.6   .78  5.00  3.95 999 1010.0   3.5   2.2 999.0 99.0
1999 04 07 19 142  4.9  5.7   .73  4.17  3.83 999 1008.0   3.8   2.2 999.0 99.0
1999 04 07 20 151  8.7 10.0   .65  3.85  3.64 999 1006.1   3.5   2.2 999.0 99.0
1999 04 07 21 172  5.2  6.7   .68  3.70  3.54 999 1006.0   4.0   2.2 999.0 99.0
1999 04 07 22 201  4.9  6.9   .76  4.00  3.71 999 1005.7   3.9   2.2 999.0 99.0
1999 04 07 23 216  4.7  5.2   .62  4.00  3.67 999 1005.6   3.6   2.2 999.0 99.0
1999 04 08 00 236  5.2  6.1   .56  3.85  3.58 999 1005.3   3.7   2.2 999.0 99.0
1999 04 08 01 254  6.7  7.8   .49  4.00  3.39 999 1005.6   3.7   2.2 999.0 99.0
1999 04 08 02 271  4.8  5.4   .54  4.00  3.54 999 1006.2   3.3   2.2 999.0 99.0
1999 04 08 03 267  3.4  4.5   .50  4.00  3.51 999 1006.4   3.0   2.2 999.0 99.0
1999 04 08 04 276  4.4  5.3   .44  3.70  3.33 999 1006.4   3.2   2.2 999.0 99.0
1999 04 08 05 330  3.5  4.4   .44  3.45  3.31 999 1006.7   3.1   2.2 999.0 99.0
1999 04 08 06 323  3.9  4.7   .50  3.70  3.32 999 1007.6   2.3   2.2 999.0 99.0
1999 04 08 07 318  5.6  6.2   .50  3.70  3.38 999 1007.9   3.1   2.2 999.0 99.0
1999 04 08 08 300  6.0  6.9   .54  3.57  3.44 999 1009.3   3.2   2.2 999.0 99.0
1999 04 08 09 306  6.6  7.4   .63  4.55  3.73 999 1010.2   3.2   2.2 999.0 99.0
1999 04 08 10 316  5.8  6.5   .62  4.76  3.76 999 1011.3   3.2   2.2 999.0 99.0
1999 04 08 11 307  6.0  6.9   .58  4.55  3.56 999 1012.3   3.1   2.2 999.0 99.0
1999 04 08 12 313  6.6  7.7   .53  4.17  3.43 999 1013.1   3.0   2.2 999.0 99.0
1999 04 08 13 314  6.4  7.2   .55  4.00  3.46 999 1014.0   3.1   2.2 999.0 99.0
1999 04 08 14 334  4.6  5.3   .56  4.00  3.49 999 1013.7   3.1   2.2 999.0 99.0
1999 04 08 15 284  3.1  3.5   .50  4.00  3.54 999 1014.5   2.9   2.2 999.0 99.0
1999 04 08 16 299  3.3  3.7   .48  4.00  3.59 999 1015.1   3.0   2.2 999.0 99.0
1999 04 08 17 279  2.5  3.0   .47  3.85  3.60 999 1014.7   2.7   2.3 999.0 99.0
1999 04 08 18 261  3.2  3.6   .38  4.00  3.44 999 1015.6   2.8   2.3 999.0 99.0
1999 04 08 19 255  4.3  4.9   .34  3.70  3.38 999 1015.6   2.9   2.3 999.0 99.0
1999 04 08 20 283  3.6  4.0   .28  3.57  3.28 999 1015.3   3.1   2.3 999.0 99.0
1999 04 08 21 278  2.6  2.9   .26  3.57  3.24 999 1015.2   3.2   2.3 999.0 99.0
1999 04 08 22 266  2.6  2.9   .24  3.45  3.22 999 1015.3   3.2   2.3 999.0 99.0
1999 04 08 23 252  2.9  3.5   .25  3.33  3.23 999 1014.8   3.2   2.3 999.0 99.0
1999 04 09 00 249  1.7  2.2   .22  3.23  3.21 999 1014.7   2.9   2.2 999.0 99.0
1999 04 09 01 277  2.5  2.8   .20  3.33  3.17 999 1014.5   2.7   2.2 999.0 99.0
1999 04 09 02 204  1.3  1.8   .20  3.23  3.18 999 1014.6   2.3   2.2 999.0 99.0
1999 04 09 03 351  1.7  2.0   .17  3.03  3.15 999 1014.4   2.6   2.2 999.0 99.0
1999 04 09 04  27  2.8  3.3   .16  2.94  3.16 999 1014.2   2.4   2.2 999.0 99.0
1999 04 09 05  29  5.7  7.3   .00   .00   .00 999 1013.9   2.5   2.2 999.0 99.0
1999 04 09 06  54  6.6  8.2   .00   .00   .00 999 1014.2   3.2   2.2 999.0 99.0
1999 04 09 07  63  7.4  8.5   .39  2.86  2.86 999 1014.3   3.4   2.2 999.0 99.0
1999 04 09 08  54  8.6  9.8   .53  3.23  3.13 999 1012.6   3.2   2.2 999.0 99.0
1999 04 09 09  50  9.0 10.7   .80  3.45  3.45 999 1011.9   2.9   2.2 999.0 99.0
1999 04 09 10  49  7.8  9.1   .85  4.17  3.69 999 1013.5   2.6   2.2 999.0 99.0
1999 04 09 11  51  5.9  7.0   .79  4.17  3.73 999 1014.9   2.5   2.2 999.0 99.0
1999 04 09 12  49  6.1  7.1   .69  4.00  3.64 999 1015.4   2.5   2.2 999.0 99.0
1999 04 09 13  58  7.2  8.8   .62  4.17  3.55 999 1015.6   2.6   2.2 999.0 99.0
1999 04 09 14  53  7.0  8.3   .68  3.85  3.54 999 1016.2   2.5   2.3 999.0 99.0
1999 04 09 15  49  5.1  5.9   .67  4.55  3.74 999 1016.6   2.3   2.3 999.0 99.0
1999 04 09 16  42  4.0  4.8   .57  4.35  3.67 999 1016.9   2.3   2.3 999.0 99.0
1999 04 09 17 359  4.2  5.3   .53  4.35  3.69 999 1017.1   2.3   2.3 999.0 99.0
1999 04 09 18 332  5.8  6.9   .44  4.17  3.54 999 1017.1   2.4   2.3 999.0 99.0
1999 04 09 19 319  5.5  6.4   .51  4.17  3.35 999 1016.9   2.3   2.3 999.0 99.0
1999 04 09 20 302  5.0  6.1   .48  3.33  3.29 999 1016.6   2.5   2.3 999.0 99.0
1999 04 09 21 321  4.3  6.8   .42  3.23  3.25 999 1016.8   3.3   2.3 999.0 99.0
1999 04 09 22 322  6.6  8.0   .75  3.70  3.62 999 1016.6   3.2   2.3 999.0 99.0
1999 04 09 23 322  6.7  7.7   .71  4.17  3.63 999 1016.8   3.4   2.3 999.0 99.0
1999 04 10 00 326  4.9  5.7   .64  4.00  3.64 999 1017.3   3.3   2.3 999.0 99.0
1999 04 10 01 331  5.6  6.6   .57  3.85  3.53 999 1017.9   3.2   2.3 999.0 99.0
1999 04 10 02 354  3.3  4.0   .47  3.70  3.42 999 1018.8   3.1   2.3 999.0 99.0
1999 04 10 03 359  4.3  4.7   .40  3.70  3.34 999 1019.1   3.0   2.3 999.0 99.0
1999 04 10 04  13  3.2  3.6   .41  3.33  3.32 999 1019.3   2.8   2.3 999.0 99.0
1999 04 10 05 355  2.6  2.9   .34  3.45  3.29 999 1020.1   2.8   2.2 999.0 99.0
1999 04 10 06 337  1.9  2.2   .28  3.45  3.15 999 1020.9   2.8   2.2 999.0 99.0
1999 04 10 07  21  1.7  2.2   .26  3.03  3.09 999 1021.1   2.9   2.2 999.0 99.0
