YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 04 16 10  26  2.9  3.8  0.50  4.35  3.79 999 1003.0   2.6   1.8 999.0 99.0 99.00
2002 04 16 11  45  4.6  5.1  0.43  4.35  3.81 999 1003.2   2.9   1.8 999.0 99.0 99.00
2002 04 16 12  77  2.9  3.5  0.42  4.17  3.75 999 1003.5   3.3   1.8 999.0 99.0 99.00
2002 04 16 13  63  3.1  3.6  0.39  4.17  3.77 999 1004.0   3.6   1.8 999.0 99.0 99.00
2002 04 16 14  49  4.8  5.4  0.40  4.17  3.89 999 1004.3   3.6   1.8 999.0 99.0 99.00
2002 04 16 15  55  5.7  6.5  0.40  4.35  3.61 999 1004.2   3.5   1.9 999.0 99.0 99.00
2002 04 16 16  60  5.8  6.4  0.44  4.35  3.39 999 1004.1   3.7   1.9 999.0 99.0 99.00
2002 04 16 17  52  5.6  6.2  0.49  3.03  3.31 999 1004.1   3.6   1.9 999.0 99.0 99.00
2002 04 16 18  43  5.4  6.1  0.53  3.33  3.42 999 1003.5   3.5   1.9 999.0 99.0 99.00
2002 04 16 19  41  5.0  6.0  0.50  3.70  3.41 999 1003.1   3.5   1.9 999.0 99.0 99.00
2002 04 16 20  45  4.1  4.6  0.50  3.85  3.55 999 1002.6   3.5   2.0 999.0 99.0 99.00
2002 04 16 21  48  4.4  5.5  0.49  3.57  3.51 999 1001.8   3.7   2.0 999.0 99.0 99.00
2002 04 16 22  58  4.1  4.7  0.46  4.00  3.56 999 1001.6   4.6   2.0 999.0 99.0 99.00
2002 04 16 23  62  3.3  4.0  0.42  3.57  3.47 999 1001.3   5.1   2.0 999.0 99.0 99.00
2002 04 17 00  79  3.0  3.4  0.33  3.45  3.35 999 1001.2   5.4   2.0 999.0 99.0 99.00
2002 04 17 01  33  0.4  0.9  0.33  3.33  3.32 999 1001.8   7.1   2.0 999.0 99.0 99.00
2002 04 17 02 163  2.8  3.0  0.30  4.35  3.40 999 1001.4   9.5   2.0 999.0 99.0 99.00
2002 04 17 03 136  3.1  3.4  0.30  3.57  3.42 999 1001.3   7.7   2.0 999.0 99.0 99.00
2002 04 17 04 124  4.6  4.8  0.29  4.17  3.45 999 1001.1   8.4   2.0 999.0 99.0 99.00
2002 04 17 05 110  4.5  4.8  0.30  3.45  3.45 999 1001.1   7.9   2.0 999.0 99.0 99.00
2002 04 17 06 148  4.9  5.5  0.34  3.57  3.44 999 1000.6   9.2   2.0 999.0 99.0 99.00
2002 04 17 07 133  4.4  4.8  0.35  3.85  3.37 999 1000.5   7.4   2.0 999.0 99.0 99.00
2002 04 17 08 224  8.3  9.7  0.39  4.00  3.52 999 1001.1   9.1   2.0 999.0 99.0 99.00
2002 04 17 09 267  4.1  4.5  0.52  3.45  3.36 999 1001.3   6.5   1.9 999.0 99.0 99.00
2002 04 17 10 193  2.7  4.2  0.49  3.45  3.39 999 1001.3   7.2   1.9 999.0 99.0 99.00
2002 04 17 11 222  8.1  9.2  0.54  4.00  3.46 999 1002.2   9.1   1.9 999.0 99.0 99.00
2002 04 17 12 216  8.1 10.1  0.64  3.70  3.38 999 1003.5   7.8   1.9 999.0 99.0 99.00
2002 04 17 13 243 11.3 13.1  0.78  3.57  3.45 999 1004.5   7.3   1.9 999.0 99.0 99.00
2002 04 17 14 239 13.2 15.9  0.95  4.00  3.62 999 1005.7   7.4   1.9 999.0 99.0 99.00
2002 04 17 15 237 12.2 14.2  1.38  5.00  4.19 999 1007.9   6.7   1.9 999.0 99.0 99.00
2002 04 17 16 243 12.0 14.6  1.81  5.56  4.62 999 1009.2   6.7   1.9 999.0 99.0 99.00
