YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 06 03 07 155  1.9  2.2  0.00  0.00  0.00 999 1016.3   3.9   2.0 999.0 99.0 99.00
2003 06 03 08 173  2.3  2.6  0.00  0.00  0.00 999 1016.3   4.2   1.7 999.0 99.0 99.00
2003 06 03 09 173  2.5  2.7  0.00  0.00  0.00 999 1016.4   4.7   1.7 999.0 99.0 99.00
2003 06 03 10 187  2.3  2.4  0.00  0.00  0.00 999 1016.4   6.8   1.7 999.0 99.0 99.00
2003 06 03 11 215  1.0  1.2  0.00  0.00  0.00 999 1016.4   5.6   1.4 999.0 99.0 99.00
2003 06 03 12 309  1.3  1.9  0.00  0.00  0.00 999 1017.0   6.0   1.9 999.0 99.0 99.00
2003 06 03 13 180  0.0  0.2  0.00  0.00  0.00 999 1017.0   5.0   2.1 999.0 99.0 99.00
2003 06 03 14 176  0.4  1.4  0.00  0.00  0.00 999 1017.1   5.1   2.3 999.0 99.0 99.00
2003 06 03 15  62  1.2  1.6  0.00  0.00  0.00 999 1017.2   6.0   2.4 999.0 99.0 99.00
2003 06 03 16 110  1.0  1.5  0.00  0.00  0.00 999 1017.2   6.3   2.4 999.0 99.0 99.00
2003 06 03 17  45  0.6  0.8  0.00  0.00  0.00 999 1017.1   6.8   2.4 999.0 99.0 99.00
2003 06 03 18  95  1.3  2.3  0.00  0.00  0.00 999 1017.0   6.8   2.4 999.0 99.0 99.00
2003 06 03 19 164  2.0  2.2  0.00  0.00  0.00 999 1016.5   5.6   2.8 999.0 99.0 99.00
2003 06 03 20 186  1.9  2.4  0.00  0.00  0.00 999 1016.3   5.2   2.7 999.0 99.0 99.00
2003 06 03 21 216  1.5  1.7  0.00  0.00  0.00 999 1015.7   5.8   2.5 999.0 99.0 99.00
2003 06 03 22 199  1.9  2.2  0.00  0.00  0.00 999 1015.7   5.7   2.5 999.0 99.0 99.00
2003 06 03 23 242  2.1  2.3  0.00  0.00  0.00 999 1015.4   7.1   2.7 999.0 99.0 99.00
2003 06 04 00 237  2.7  2.9  0.00  0.00  0.00 999 1014.9   6.6   2.5 999.0 99.0 99.00
2003 06 04 01 204  2.6  3.2  0.00  0.00  0.00 999 1014.9   6.8   2.4 999.0 99.0 99.00
